run_number,kind,target,repeat,glyph_count,smart_base_count,elapsed_seconds,status,font_size,log_file
265,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.minus+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1717,14,7.44,ok,290624,logs/265_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__smart.minus__sm_r1.log
266,backward,math___smart.circle+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.minus+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1791,14,13.812,ok,291940,logs/266_backward_math___smart.circle__smart.dblIntegral__smart.integral__smart.integral.top__smart.minus__smart.multi_r1.log
267,backward,math___smart.circle+_smart.contourIntegral+_smart.integral+_smart.integral.top+_smart.minus+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1791,14,15.384,ok,291940,logs/267_backward_math___smart.circle__smart.contourIntegral__smart.integral__smart.integral.top__smart.minus__smart.m_r1.log
268,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral.top+_smart.minus+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1791,14,16.527,ok,291940,logs/268_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral.top__smart.minus__smar_r1.log
269,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.minus+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1790,14,14.427,ok,291940,logs/269_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.minus__smart.mu_r1.log
270,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1712,14,3.49,ok,291940,logs/270_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
271,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.minus+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1745,14,8.09,ok,291940,logs/271_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
272,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.minus+_smart.multiply+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1768,14,12.935,ok,291940,logs/272_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
273,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.minus+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1769,14,14.673,ok,291940,logs/273_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
274,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.minus+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1766,14,9.628,ok,291940,logs/274_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
275,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.minus+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1790,14,14.085,ok,291940,logs/275_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
276,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.minus+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1768,14,9.935,ok,291940,logs/276_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
277,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.minus+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1790,14,14.898,ok,291940,logs/277_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
278,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.minus+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.tripleIntegral,1,1791,14,13.879,ok,291940,logs/278_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
279,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.minus+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1791,14,13.713,ok,291940,logs/279_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
280,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1686,13,2.933,ok,290624,logs/280_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__smart.multiply__r1.log
281,backward,math___smart.circle+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1712,13,3.235,ok,291940,logs/281_backward_math___smart.circle__smart.dblIntegral__smart.integral__smart.integral.top__smart.multiply__smart.mu_r1.log
282,backward,math___smart.circle+_smart.contourIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1712,13,3.244,ok,291940,logs/282_backward_math___smart.circle__smart.contourIntegral__smart.integral__smart.integral.top__smart.multiply__smar_r1.log
283,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1712,13,3.245,ok,291940,logs/283_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral.top__smart.multiply__s_r1.log
284,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1711,13,3.28,ok,291940,logs/284_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.multiply__smart_r1.log
285,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1712,13,3.275,ok,291940,logs/285_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
286,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1712,13,3.263,ok,291940,logs/286_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
287,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1690,13,2.902,ok,291940,logs/287_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
288,checkpoint,no_smart_08,1,1685,0,2.916,ok,290624,logs/288_checkpoint_no_smart_08_r1.log
289,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1712,13,3.259,ok,291940,logs/289_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
290,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1712,13,3.342,ok,291940,logs/290_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
291,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1712,13,3.282,ok,291940,logs/291_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
292,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1712,13,3.456,ok,291940,logs/292_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
293,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.tripleIntegral,1,1712,13,3.416,ok,291940,logs/293_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
294,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.operator.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1712,13,3.219,ok,291940,logs/294_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
295,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1686,12,2.868,ok,290624,logs/295_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__smart.multiply__r1.log
296,backward,math___smart.circle+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1690,12,2.891,ok,291940,logs/296_backward_math___smart.circle__smart.dblIntegral__smart.integral__smart.integral.top__smart.multiply__smart.mu_r1.log
297,backward,math___smart.circle+_smart.contourIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1690,12,2.878,ok,291940,logs/297_backward_math___smart.circle__smart.contourIntegral__smart.integral__smart.integral.top__smart.multiply__smar_r1.log
298,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1690,12,2.952,ok,291940,logs/298_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral.top__smart.multiply__s_r1.log
299,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1689,12,2.93,ok,291940,logs/299_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.multiply__smart_r1.log
300,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1690,12,2.941,ok,291940,logs/300_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
301,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1690,12,2.897,ok,291940,logs/301_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
302,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1690,12,2.884,ok,291940,logs/302_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
303,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1690,12,2.88,ok,291940,logs/303_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
304,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1690,12,2.889,ok,291940,logs/304_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
305,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1690,12,2.874,ok,291940,logs/305_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
306,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.tripleIntegral,1,1690,12,3.155,ok,291940,logs/306_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
307,backward,math___smart.circle+_smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1690,12,3.152,ok,291940,logs/307_backward_math___smart.circle__smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__s_r1.log
308,backward,math___smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1686,11,2.894,ok,290624,logs/308_backward_math___smart.dblIntegral__smart.integral__smart.integral.top__smart.multiply__smart.multiply.circled_r1.log
309,backward,math___smart.contourIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1686,11,2.922,ok,290624,logs/309_backward_math___smart.contourIntegral__smart.integral__smart.integral.top__smart.multiply__smart.multiply.cir_r1.log
310,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1686,11,2.879,ok,290624,logs/310_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral.top__smart.multiply__smart.multiply._r1.log
311,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1685,11,2.852,ok,290624,logs/311_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circ_r1.log
312,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1686,11,2.887,ok,290624,logs/312_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__smart.multiply._r1.log
313,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1686,11,2.9,ok,290624,logs/313_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__smart.multiply__r1.log
314,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1686,11,2.902,ok,290624,logs/314_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__smart.multiply__r1.log
315,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1686,11,2.883,ok,290624,logs/315_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__smart.multiply__r1.log
316,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1686,11,2.88,ok,290624,logs/316_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__smart.multiply__r1.log
317,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1686,11,2.928,ok,290624,logs/317_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__smart.multiply__r1.log
318,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.tripleIntegral,1,1686,11,2.901,ok,290624,logs/318_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__smart.multiply__r1.log
319,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.integral.top+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1686,11,2.871,ok,290624,logs/319_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.integral.top__smart.multiply__r1.log
320,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1685,10,2.879,ok,290624,logs/320_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus__smart._r1.log
321,backward,math___smart.contourIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1685,10,2.898,ok,290624,logs/321_backward_math___smart.contourIntegral__smart.integral__smart.multiply__smart.multiply.circled__smart.plus__sm_r1.log
322,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1685,10,2.905,ok,290624,logs/322_backward_math___smart.contourIntegral__smart.dblIntegral__smart.multiply__smart.multiply.circled__smart.plus__r1.log
323,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1685,10,2.905,ok,290624,logs/323_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.multiply.circled__smart.plus__r1.log
324,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.multiply+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1685,10,2.93,ok,290624,logs/324_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.multiply__smart.plus__smart.p_r1.log
325,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1685,10,2.931,ok,290624,logs/325_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circ_r1.log
326,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1685,10,2.906,ok,290624,logs/326_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circ_r1.log
327,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1685,10,2.882,ok,290624,logs/327_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circ_r1.log
328,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1685,10,2.892,ok,290624,logs/328_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circ_r1.log
329,checkpoint,no_smart_09,1,1685,0,2.874,ok,290624,logs/329_checkpoint_no_smart_09_r1.log
330,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.tripleIntegral,1,1685,10,2.883,ok,290624,logs/330_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circ_r1.log
331,backward,math___smart.contourIntegral+_smart.dblIntegral+_smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral,1,1685,10,2.88,ok,290624,logs/331_backward_math___smart.contourIntegral__smart.dblIntegral__smart.integral__smart.multiply__smart.multiply.circ_r1.log
332,backward,math___smart.integral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1685,9,2.895,ok,290624,logs/332_backward_math___smart.integral__smart.multiply__smart.multiply.circled__smart.plus__smart.plus.001__smart.plu_r1.log
333,backward,math___smart.dblIntegral+_smart.multiply+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1685,9,2.899,ok,290624,logs/333_backward_math___smart.dblIntegral__smart.multiply__smart.multiply.circled__smart.plus__smart.plus.001__smart._r1.log
334,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply.circled+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1685,9,2.925,ok,290624,logs/334_backward_math___smart.dblIntegral__smart.integral__smart.multiply.circled__smart.plus__smart.plus.001__smart._r1.log
335,backward,math___smart.dblIntegral+_smart.integral+_smart.multiply+_smart.plus+_smart.plus.001+_smart.plus.circled+_smart.plus.circled.001+_smart.quadrupleIntegral+_smart.tripleIntegral,1,1685,9,2.91,ok,290624,logs/335_backward_math___smart.dblIntegral__smart.integral__smart.multiply__smart.plus__smart.plus.001__smart.plus.cir_r1.log
